"Poly_no","Coord_order","Longitude","Latitude","Hole","Group"
1,"1_1",-7.225,35.975,FALSE,"1.1"
1,"1_2",-7.25,35.975,FALSE,"1.1"
1,"1_3",-7.275,35.975,FALSE,"1.1"
1,"1_4",-7.3,35.975,FALSE,"1.1"
1,"1_5",-7.325,35.975,FALSE,"1.1"
1,"1_6",-7.325,36,FALSE,"1.1"
1,"1_7",-7.325,36.025,FALSE,"1.1"
1,"1_8",-7.325,36.05,FALSE,"1.1"
1,"1_9",-7.325,36.075,FALSE,"1.1"
1,"1_10",-7.3,36.075,FALSE,"1.1"
1,"1_11",-7.275,36.075,FALSE,"1.1"
1,"1_12",-7.25,36.075,FALSE,"1.1"
1,"1_13",-7.225,36.075,FALSE,"1.1"
1,"1_14",-7.225,36.05,FALSE,"1.1"
1,"1_15",-7.225,36.025,FALSE,"1.1"
1,"1_16",-7.225,36,FALSE,"1.1"
1,"1_17",-7.225,35.975,FALSE,"1.1"
2,"2_1",-7.025,36.525,FALSE,"2.1"
2,"2_2",-7.025,36.55,FALSE,"2.1"
2,"2_3",-7.025,36.575,FALSE,"2.1"
2,"2_4",-7.025,36.6,FALSE,"2.1"
2,"2_5",-7.025,36.625,FALSE,"2.1"
2,"2_6",-7,36.625,FALSE,"2.1"
2,"2_7",-6.975,36.625,FALSE,"2.1"
2,"2_8",-6.975,36.65,FALSE,"2.1"
2,"2_9",-6.975,36.675,FALSE,"2.1"
2,"2_10",-6.95,36.675,FALSE,"2.1"
2,"2_11",-6.925,36.675,FALSE,"2.1"
2,"2_12",-6.9,36.675,FALSE,"2.1"
2,"2_13",-6.875,36.675,FALSE,"2.1"
2,"2_14",-6.875,36.65,FALSE,"2.1"
2,"2_15",-6.875,36.625,FALSE,"2.1"
2,"2_16",-6.875,36.6,FALSE,"2.1"
2,"2_17",-6.875,36.575,FALSE,"2.1"
2,"2_18",-6.875,36.55,FALSE,"2.1"
2,"2_19",-6.875,36.525,FALSE,"2.1"
2,"2_20",-6.9,36.525,FALSE,"2.1"
2,"2_21",-6.925,36.525,FALSE,"2.1"
2,"2_22",-6.95,36.525,FALSE,"2.1"
2,"2_23",-6.975,36.525,FALSE,"2.1"
2,"2_24",-7,36.525,FALSE,"2.1"
2,"2_25",-7.025,36.525,FALSE,"2.1"
3,"3_1",-7.325,36.475,FALSE,"3.1"
3,"3_2",-7.325,36.5,FALSE,"3.1"
3,"3_3",-7.325,36.525,FALSE,"3.1"
3,"3_4",-7.325,36.55,FALSE,"3.1"
3,"3_5",-7.325,36.575,FALSE,"3.1"
3,"3_6",-7.3,36.575,FALSE,"3.1"
3,"3_7",-7.275,36.575,FALSE,"3.1"
3,"3_8",-7.25,36.575,FALSE,"3.1"
3,"3_9",-7.225,36.575,FALSE,"3.1"
3,"3_10",-7.225,36.55,FALSE,"3.1"
3,"3_11",-7.225,36.525,FALSE,"3.1"
3,"3_12",-7.225,36.5,FALSE,"3.1"
3,"3_13",-7.225,36.475,FALSE,"3.1"
3,"3_14",-7.25,36.475,FALSE,"3.1"
3,"3_15",-7.275,36.475,FALSE,"3.1"
3,"3_16",-7.3,36.475,FALSE,"3.1"
3,"3_17",-7.325,36.475,FALSE,"3.1"
4,"4_1",-8.725,36.675,FALSE,"4.1"
4,"4_2",-8.725,36.7,FALSE,"4.1"
4,"4_3",-8.725,36.725,FALSE,"4.1"
4,"4_4",-8.725,36.75,FALSE,"4.1"
4,"4_5",-8.725,36.775,FALSE,"4.1"
4,"4_6",-8.7,36.775,FALSE,"4.1"
4,"4_7",-8.675,36.775,FALSE,"4.1"
4,"4_8",-8.65,36.775,FALSE,"4.1"
4,"4_9",-8.625,36.775,FALSE,"4.1"
4,"4_10",-8.625,36.75,FALSE,"4.1"
4,"4_11",-8.625,36.725,FALSE,"4.1"
4,"4_12",-8.625,36.7,FALSE,"4.1"
4,"4_13",-8.625,36.675,FALSE,"4.1"
4,"4_14",-8.65,36.675,FALSE,"4.1"
4,"4_15",-8.675,36.675,FALSE,"4.1"
4,"4_16",-8.7,36.675,FALSE,"4.1"
4,"4_17",-8.725,36.675,FALSE,"4.1"
5,"5_1",-9.225,36.825,FALSE,"5.1"
5,"5_2",-9.25,36.825,FALSE,"5.1"
5,"5_3",-9.275,36.825,FALSE,"5.1"
5,"5_4",-9.3,36.825,FALSE,"5.1"
5,"5_5",-9.325,36.825,FALSE,"5.1"
5,"5_6",-9.325,36.85,FALSE,"5.1"
5,"5_7",-9.325,36.875,FALSE,"5.1"
5,"5_8",-9.325,36.9,FALSE,"5.1"
5,"5_9",-9.325,36.925,FALSE,"5.1"
5,"5_10",-9.325,36.95,FALSE,"5.1"
5,"5_11",-9.325,36.975,FALSE,"5.1"
5,"5_12",-9.3,36.975,FALSE,"5.1"
5,"5_13",-9.275,36.975,FALSE,"5.1"
5,"5_14",-9.25,36.975,FALSE,"5.1"
5,"5_15",-9.225,36.975,FALSE,"5.1"
5,"5_16",-9.225,36.95,FALSE,"5.1"
5,"5_17",-9.225,36.925,FALSE,"5.1"
5,"5_18",-9.225,36.9,FALSE,"5.1"
5,"5_19",-9.225,36.875,FALSE,"5.1"
5,"5_20",-9.225,36.85,FALSE,"5.1"
5,"5_21",-9.225,36.825,FALSE,"5.1"
6,"6_1",-11.575,36.475,FALSE,"6.1"
6,"6_2",-11.6,36.475,FALSE,"6.1"
6,"6_3",-11.625,36.475,FALSE,"6.1"
6,"6_4",-11.65,36.475,FALSE,"6.1"
6,"6_5",-11.675,36.475,FALSE,"6.1"
6,"6_6",-11.675,36.5,FALSE,"6.1"
6,"6_7",-11.675,36.525,FALSE,"6.1"
6,"6_8",-11.675,36.55,FALSE,"6.1"
6,"6_9",-11.675,36.575,FALSE,"6.1"
6,"6_10",-11.675,36.6,FALSE,"6.1"
6,"6_11",-11.675,36.625,FALSE,"6.1"
6,"6_12",-11.65,36.625,FALSE,"6.1"
6,"6_13",-11.625,36.625,FALSE,"6.1"
6,"6_14",-11.6,36.625,FALSE,"6.1"
6,"6_15",-11.575,36.625,FALSE,"6.1"
6,"6_16",-11.575,36.6,FALSE,"6.1"
6,"6_17",-11.575,36.575,FALSE,"6.1"
6,"6_18",-11.575,36.55,FALSE,"6.1"
6,"6_19",-11.575,36.525,FALSE,"6.1"
6,"6_20",-11.575,36.5,FALSE,"6.1"
6,"6_21",-11.575,36.475,FALSE,"6.1"
7,"7_1",-10.725,36.925,FALSE,"7.1"
7,"7_2",-10.75,36.925,FALSE,"7.1"
7,"7_3",-10.775,36.925,FALSE,"7.1"
7,"7_4",-10.8,36.925,FALSE,"7.1"
7,"7_5",-10.825,36.925,FALSE,"7.1"
7,"7_6",-10.825,36.9,FALSE,"7.1"
7,"7_7",-10.825,36.875,FALSE,"7.1"
7,"7_8",-10.825,36.85,FALSE,"7.1"
7,"7_9",-10.825,36.825,FALSE,"7.1"
7,"7_10",-10.85,36.825,FALSE,"7.1"
7,"7_11",-10.875,36.825,FALSE,"7.1"
7,"7_12",-10.9,36.825,FALSE,"7.1"
7,"7_13",-10.925,36.825,FALSE,"7.1"
7,"7_14",-10.925,36.8,FALSE,"7.1"
7,"7_15",-10.925,36.775,FALSE,"7.1"
7,"7_16",-10.925,36.75,FALSE,"7.1"
7,"7_17",-10.925,36.725,FALSE,"7.1"
7,"7_18",-10.95,36.725,FALSE,"7.1"
7,"7_19",-10.975,36.725,FALSE,"7.1"
7,"7_20",-11,36.725,FALSE,"7.1"
7,"7_21",-11.025,36.725,FALSE,"7.1"
7,"7_22",-11.025,36.75,FALSE,"7.1"
7,"7_23",-11.025,36.775,FALSE,"7.1"
7,"7_24",-11.025,36.8,FALSE,"7.1"
7,"7_25",-11.025,36.825,FALSE,"7.1"
7,"7_26",-11,36.825,FALSE,"7.1"
7,"7_27",-10.975,36.825,FALSE,"7.1"
7,"7_28",-10.95,36.825,FALSE,"7.1"
7,"7_29",-10.925,36.825,FALSE,"7.1"
7,"7_30",-10.925,36.85,FALSE,"7.1"
7,"7_31",-10.925,36.875,FALSE,"7.1"
7,"7_32",-10.925,36.9,FALSE,"7.1"
7,"7_33",-10.925,36.925,FALSE,"7.1"
7,"7_34",-10.9,36.925,FALSE,"7.1"
7,"7_35",-10.875,36.925,FALSE,"7.1"
7,"7_36",-10.85,36.925,FALSE,"7.1"
7,"7_37",-10.825,36.925,FALSE,"7.1"
7,"7_38",-10.825,36.95,FALSE,"7.1"
7,"7_39",-10.825,36.975,FALSE,"7.1"
7,"7_40",-10.825,37,FALSE,"7.1"
7,"7_41",-10.825,37.025,FALSE,"7.1"
7,"7_42",-10.8,37.025,FALSE,"7.1"
7,"7_43",-10.775,37.025,FALSE,"7.1"
7,"7_44",-10.75,37.025,FALSE,"7.1"
7,"7_45",-10.725,37.025,FALSE,"7.1"
7,"7_46",-10.725,37,FALSE,"7.1"
7,"7_47",-10.725,36.975,FALSE,"7.1"
7,"7_48",-10.725,36.95,FALSE,"7.1"
7,"7_49",-10.725,36.925,FALSE,"7.1"
8,"8_1",-11.075,36.725,FALSE,"8.1"
8,"8_2",-11.1,36.725,FALSE,"8.1"
8,"8_3",-11.125,36.725,FALSE,"8.1"
8,"8_4",-11.15,36.725,FALSE,"8.1"
8,"8_5",-11.175,36.725,FALSE,"8.1"
8,"8_6",-11.175,36.75,FALSE,"8.1"
8,"8_7",-11.175,36.775,FALSE,"8.1"
8,"8_8",-11.175,36.8,FALSE,"8.1"
8,"8_9",-11.175,36.825,FALSE,"8.1"
8,"8_10",-11.175,36.85,FALSE,"8.1"
8,"8_11",-11.175,36.875,FALSE,"8.1"
8,"8_12",-11.15,36.875,FALSE,"8.1"
8,"8_13",-11.125,36.875,FALSE,"8.1"
8,"8_14",-11.1,36.875,FALSE,"8.1"
8,"8_15",-11.075,36.875,FALSE,"8.1"
8,"8_16",-11.075,36.85,FALSE,"8.1"
8,"8_17",-11.075,36.825,FALSE,"8.1"
8,"8_18",-11.075,36.8,FALSE,"8.1"
8,"8_19",-11.075,36.775,FALSE,"8.1"
8,"8_20",-11.075,36.75,FALSE,"8.1"
8,"8_21",-11.075,36.725,FALSE,"8.1"
9,"9_1",-9.225,37.825,FALSE,"9.1"
9,"9_2",-9.25,37.825,FALSE,"9.1"
9,"9_3",-9.275,37.825,FALSE,"9.1"
9,"9_4",-9.3,37.825,FALSE,"9.1"
9,"9_5",-9.325,37.825,FALSE,"9.1"
9,"9_6",-9.325,37.85,FALSE,"9.1"
9,"9_7",-9.325,37.875,FALSE,"9.1"
9,"9_8",-9.325,37.9,FALSE,"9.1"
9,"9_9",-9.325,37.925,FALSE,"9.1"
9,"9_10",-9.3,37.925,FALSE,"9.1"
9,"9_11",-9.275,37.925,FALSE,"9.1"
9,"9_12",-9.25,37.925,FALSE,"9.1"
9,"9_13",-9.225,37.925,FALSE,"9.1"
9,"9_14",-9.225,37.9,FALSE,"9.1"
9,"9_15",-9.225,37.875,FALSE,"9.1"
9,"9_16",-9.225,37.85,FALSE,"9.1"
9,"9_17",-9.225,37.825,FALSE,"9.1"
10,"10_1",-9.375,40.525,FALSE,"10.1"
10,"10_2",-9.4,40.525,FALSE,"10.1"
10,"10_3",-9.425,40.525,FALSE,"10.1"
10,"10_4",-9.45,40.525,FALSE,"10.1"
10,"10_5",-9.475,40.525,FALSE,"10.1"
10,"10_6",-9.475,40.55,FALSE,"10.1"
10,"10_7",-9.475,40.575,FALSE,"10.1"
10,"10_8",-9.475,40.6,FALSE,"10.1"
10,"10_9",-9.475,40.625,FALSE,"10.1"
10,"10_10",-9.45,40.625,FALSE,"10.1"
10,"10_11",-9.425,40.625,FALSE,"10.1"
10,"10_12",-9.4,40.625,FALSE,"10.1"
10,"10_13",-9.375,40.625,FALSE,"10.1"
10,"10_14",-9.375,40.6,FALSE,"10.1"
10,"10_15",-9.375,40.575,FALSE,"10.1"
10,"10_16",-9.375,40.55,FALSE,"10.1"
10,"10_17",-9.375,40.525,FALSE,"10.1"
11,"11_1",-9.35,41.475,FALSE,"11.1"
11,"11_2",-9.375,41.475,FALSE,"11.1"
11,"11_3",-9.4,41.475,FALSE,"11.1"
11,"11_4",-9.425,41.475,FALSE,"11.1"
11,"11_5",-9.425,41.5,FALSE,"11.1"
11,"11_6",-9.425,41.525,FALSE,"11.1"
11,"11_7",-9.425,41.55,FALSE,"11.1"
11,"11_8",-9.425,41.575,FALSE,"11.1"
11,"11_9",-9.4,41.575,FALSE,"11.1"
11,"11_10",-9.375,41.575,FALSE,"11.1"
11,"11_11",-9.35,41.575,FALSE,"11.1"
11,"11_12",-9.325,41.575,FALSE,"11.1"
11,"11_13",-9.3,41.575,FALSE,"11.1"
11,"11_14",-9.275,41.575,FALSE,"11.1"
11,"11_15",-9.275,41.55,FALSE,"11.1"
11,"11_16",-9.275,41.525,FALSE,"11.1"
11,"11_17",-9.275,41.5,FALSE,"11.1"
11,"11_18",-9.275,41.475,FALSE,"11.1"
11,"11_19",-9.3,41.475,FALSE,"11.1"
11,"11_20",-9.325,41.475,FALSE,"11.1"
11,"11_21",-9.35,41.475,FALSE,"11.1"
12,"12_1",-2.075,43.725,FALSE,"12.1"
12,"12_2",-2.1,43.725,FALSE,"12.1"
12,"12_3",-2.125,43.725,FALSE,"12.1"
12,"12_4",-2.15,43.725,FALSE,"12.1"
12,"12_5",-2.175,43.725,FALSE,"12.1"
12,"12_6",-2.175,43.75,FALSE,"12.1"
12,"12_7",-2.175,43.775,FALSE,"12.1"
12,"12_8",-2.175,43.8,FALSE,"12.1"
12,"12_9",-2.175,43.825,FALSE,"12.1"
12,"12_10",-2.15,43.825,FALSE,"12.1"
12,"12_11",-2.125,43.825,FALSE,"12.1"
12,"12_12",-2.1,43.825,FALSE,"12.1"
12,"12_13",-2.075,43.825,FALSE,"12.1"
12,"12_14",-2.075,43.8,FALSE,"12.1"
12,"12_15",-2.075,43.775,FALSE,"12.1"
12,"12_16",-2.075,43.75,FALSE,"12.1"
12,"12_17",-2.075,43.725,FALSE,"12.1"
13,"13_1",-3.775,43.625,FALSE,"13.1"
13,"13_2",-3.8,43.625,FALSE,"13.1"
13,"13_3",-3.825,43.625,FALSE,"13.1"
13,"13_4",-3.85,43.625,FALSE,"13.1"
13,"13_5",-3.875,43.625,FALSE,"13.1"
13,"13_6",-3.875,43.65,FALSE,"13.1"
13,"13_7",-3.875,43.675,FALSE,"13.1"
13,"13_8",-3.875,43.7,FALSE,"13.1"
13,"13_9",-3.875,43.725,FALSE,"13.1"
13,"13_10",-3.85,43.725,FALSE,"13.1"
13,"13_11",-3.825,43.725,FALSE,"13.1"
13,"13_12",-3.8,43.725,FALSE,"13.1"
13,"13_13",-3.775,43.725,FALSE,"13.1"
13,"13_14",-3.775,43.7,FALSE,"13.1"
13,"13_15",-3.775,43.675,FALSE,"13.1"
13,"13_16",-3.775,43.65,FALSE,"13.1"
13,"13_17",-3.775,43.625,FALSE,"13.1"
14,"14_1",-9.575,42.975,FALSE,"14.1"
14,"14_2",-9.6,42.975,FALSE,"14.1"
14,"14_3",-9.625,42.975,FALSE,"14.1"
14,"14_4",-9.65,42.975,FALSE,"14.1"
14,"14_5",-9.675,42.975,FALSE,"14.1"
14,"14_6",-9.675,43,FALSE,"14.1"
14,"14_7",-9.675,43.025,FALSE,"14.1"
14,"14_8",-9.675,43.05,FALSE,"14.1"
14,"14_9",-9.675,43.075,FALSE,"14.1"
14,"14_10",-9.65,43.075,FALSE,"14.1"
14,"14_11",-9.625,43.075,FALSE,"14.1"
14,"14_12",-9.6,43.075,FALSE,"14.1"
14,"14_13",-9.575,43.075,FALSE,"14.1"
14,"14_14",-9.575,43.05,FALSE,"14.1"
14,"14_15",-9.575,43.025,FALSE,"14.1"
14,"14_16",-9.575,43,FALSE,"14.1"
14,"14_17",-9.575,42.975,FALSE,"14.1"
15,"15_1",-2.175,44.275,FALSE,"15.1"
15,"15_2",-2.2,44.275,FALSE,"15.1"
15,"15_3",-2.225,44.275,FALSE,"15.1"
15,"15_4",-2.25,44.275,FALSE,"15.1"
15,"15_5",-2.275,44.275,FALSE,"15.1"
15,"15_6",-2.275,44.3,FALSE,"15.1"
15,"15_7",-2.275,44.325,FALSE,"15.1"
15,"15_8",-2.275,44.35,FALSE,"15.1"
15,"15_9",-2.275,44.375,FALSE,"15.1"
15,"15_10",-2.25,44.375,FALSE,"15.1"
15,"15_11",-2.225,44.375,FALSE,"15.1"
15,"15_12",-2.2,44.375,FALSE,"15.1"
15,"15_13",-2.175,44.375,FALSE,"15.1"
15,"15_14",-2.175,44.35,FALSE,"15.1"
15,"15_15",-2.175,44.325,FALSE,"15.1"
15,"15_16",-2.175,44.3,FALSE,"15.1"
15,"15_17",-2.175,44.275,FALSE,"15.1"
16,"16_1",-5.525,43.925,FALSE,"16.1"
16,"16_2",-5.55,43.925,FALSE,"16.1"
16,"16_3",-5.575,43.925,FALSE,"16.1"
16,"16_4",-5.6,43.925,FALSE,"16.1"
16,"16_5",-5.625,43.925,FALSE,"16.1"
16,"16_6",-5.625,43.95,FALSE,"16.1"
16,"16_7",-5.625,43.975,FALSE,"16.1"
16,"16_8",-5.625,44,FALSE,"16.1"
16,"16_9",-5.625,44.025,FALSE,"16.1"
16,"16_10",-5.6,44.025,FALSE,"16.1"
16,"16_11",-5.575,44.025,FALSE,"16.1"
16,"16_12",-5.55,44.025,FALSE,"16.1"
16,"16_13",-5.525,44.025,FALSE,"16.1"
16,"16_14",-5.525,44,FALSE,"16.1"
16,"16_15",-5.525,43.975,FALSE,"16.1"
16,"16_16",-5.525,43.95,FALSE,"16.1"
16,"16_17",-5.525,43.925,FALSE,"16.1"
17,"17_1",-4.825,44.075,FALSE,"17.1"
17,"17_2",-4.85,44.075,FALSE,"17.1"
17,"17_3",-4.875,44.075,FALSE,"17.1"
17,"17_4",-4.9,44.075,FALSE,"17.1"
17,"17_5",-4.925,44.075,FALSE,"17.1"
17,"17_6",-4.925,44.1,FALSE,"17.1"
17,"17_7",-4.925,44.125,FALSE,"17.1"
17,"17_8",-4.925,44.15,FALSE,"17.1"
17,"17_9",-4.925,44.175,FALSE,"17.1"
17,"17_10",-4.9,44.175,FALSE,"17.1"
17,"17_11",-4.875,44.175,FALSE,"17.1"
17,"17_12",-4.85,44.175,FALSE,"17.1"
17,"17_13",-4.825,44.175,FALSE,"17.1"
17,"17_14",-4.825,44.15,FALSE,"17.1"
17,"17_15",-4.825,44.125,FALSE,"17.1"
17,"17_16",-4.825,44.1,FALSE,"17.1"
17,"17_17",-4.825,44.075,FALSE,"17.1"
18,"18_1",-9.275,43.475,FALSE,"18.1"
18,"18_2",-9.3,43.475,FALSE,"18.1"
18,"18_3",-9.325,43.475,FALSE,"18.1"
18,"18_4",-9.35,43.475,FALSE,"18.1"
18,"18_5",-9.375,43.475,FALSE,"18.1"
18,"18_6",-9.375,43.5,FALSE,"18.1"
18,"18_7",-9.375,43.525,FALSE,"18.1"
18,"18_8",-9.375,43.55,FALSE,"18.1"
18,"18_9",-9.375,43.575,FALSE,"18.1"
18,"18_10",-9.35,43.575,FALSE,"18.1"
18,"18_11",-9.325,43.575,FALSE,"18.1"
18,"18_12",-9.3,43.575,FALSE,"18.1"
18,"18_13",-9.275,43.575,FALSE,"18.1"
18,"18_14",-9.275,43.55,FALSE,"18.1"
18,"18_15",-9.275,43.525,FALSE,"18.1"
18,"18_16",-9.275,43.5,FALSE,"18.1"
18,"18_17",-9.275,43.475,FALSE,"18.1"
19,"19_1",-7.075,43.975,FALSE,"19.1"
19,"19_2",-7.1,43.975,FALSE,"19.1"
19,"19_3",-7.125,43.975,FALSE,"19.1"
19,"19_4",-7.15,43.975,FALSE,"19.1"
19,"19_5",-7.175,43.975,FALSE,"19.1"
19,"19_6",-7.175,44,FALSE,"19.1"
19,"19_7",-7.175,44.025,FALSE,"19.1"
19,"19_8",-7.2,44.025,FALSE,"19.1"
19,"19_9",-7.225,44.025,FALSE,"19.1"
19,"19_10",-7.225,44.05,FALSE,"19.1"
19,"19_11",-7.225,44.075,FALSE,"19.1"
19,"19_12",-7.225,44.1,FALSE,"19.1"
19,"19_13",-7.225,44.125,FALSE,"19.1"
19,"19_14",-7.2,44.125,FALSE,"19.1"
19,"19_15",-7.175,44.125,FALSE,"19.1"
19,"19_16",-7.15,44.125,FALSE,"19.1"
19,"19_17",-7.125,44.125,FALSE,"19.1"
19,"19_18",-7.1,44.125,FALSE,"19.1"
19,"19_19",-7.075,44.125,FALSE,"19.1"
19,"19_20",-7.075,44.1,FALSE,"19.1"
19,"19_21",-7.075,44.075,FALSE,"19.1"
19,"19_22",-7.075,44.05,FALSE,"19.1"
19,"19_23",-7.075,44.025,FALSE,"19.1"
19,"19_24",-7.075,44,FALSE,"19.1"
19,"19_25",-7.075,43.975,FALSE,"19.1"
20,"20_1",-2.175,44.725,FALSE,"20.1"
20,"20_2",-2.2,44.725,FALSE,"20.1"
20,"20_3",-2.225,44.725,FALSE,"20.1"
20,"20_4",-2.25,44.725,FALSE,"20.1"
20,"20_5",-2.275,44.725,FALSE,"20.1"
20,"20_6",-2.275,44.75,FALSE,"20.1"
20,"20_7",-2.275,44.775,FALSE,"20.1"
20,"20_8",-2.275,44.8,FALSE,"20.1"
20,"20_9",-2.275,44.825,FALSE,"20.1"
20,"20_10",-2.25,44.825,FALSE,"20.1"
20,"20_11",-2.225,44.825,FALSE,"20.1"
20,"20_12",-2.2,44.825,FALSE,"20.1"
20,"20_13",-2.175,44.825,FALSE,"20.1"
20,"20_14",-2.175,44.8,FALSE,"20.1"
20,"20_15",-2.175,44.775,FALSE,"20.1"
20,"20_16",-2.175,44.75,FALSE,"20.1"
20,"20_17",-2.175,44.725,FALSE,"20.1"
21,"21_1",-7.875,44.075,FALSE,"21.1"
21,"21_2",-7.9,44.075,FALSE,"21.1"
21,"21_3",-7.925,44.075,FALSE,"21.1"
21,"21_4",-7.95,44.075,FALSE,"21.1"
21,"21_5",-7.975,44.075,FALSE,"21.1"
21,"21_6",-7.975,44.1,FALSE,"21.1"
21,"21_7",-7.975,44.125,FALSE,"21.1"
21,"21_8",-7.975,44.15,FALSE,"21.1"
21,"21_9",-7.975,44.175,FALSE,"21.1"
21,"21_10",-7.95,44.175,FALSE,"21.1"
21,"21_11",-7.925,44.175,FALSE,"21.1"
21,"21_12",-7.9,44.175,FALSE,"21.1"
21,"21_13",-7.875,44.175,FALSE,"21.1"
21,"21_14",-7.875,44.15,FALSE,"21.1"
21,"21_15",-7.875,44.125,FALSE,"21.1"
21,"21_16",-7.875,44.1,FALSE,"21.1"
21,"21_17",-7.875,44.075,FALSE,"21.1"
22,"22_1",-7.775,44.125,FALSE,"22.1"
22,"22_2",-7.8,44.125,FALSE,"22.1"
22,"22_3",-7.825,44.125,FALSE,"22.1"
22,"22_4",-7.825,44.15,FALSE,"22.1"
22,"22_5",-7.825,44.175,FALSE,"22.1"
22,"22_6",-7.825,44.2,FALSE,"22.1"
22,"22_7",-7.825,44.225,FALSE,"22.1"
22,"22_8",-7.8,44.225,FALSE,"22.1"
22,"22_9",-7.775,44.225,FALSE,"22.1"
22,"22_10",-7.75,44.225,FALSE,"22.1"
22,"22_11",-7.725,44.225,FALSE,"22.1"
22,"22_12",-7.725,44.2,FALSE,"22.1"
22,"22_13",-7.725,44.175,FALSE,"22.1"
22,"22_14",-7.725,44.15,FALSE,"22.1"
22,"22_15",-7.725,44.125,FALSE,"22.1"
22,"22_16",-7.75,44.125,FALSE,"22.1"
